id,frequency,monetary,recency,dt_customer
9553,10,15,94,2013-01-09
4271,24,341,80,2012-10-04
4120,20,369,61,2013-12-17
2036,21,401,29,2013-06-11
115,22,393,0,2013-03-26
4259,11,10,80,2013-09-24
8687,19,486,54,2013-05-06
2447,14,69,71,2012-10-17
10140,20,1727,27,2013-09-28
9353,19,995,61,2014-01-06
3623,17,45,55,2014-06-11
738,19,182,35,2014-04-04
7631,26,989,34,2013-10-06
4789,20,1677,95,2013-09-17
773,29,595,64,2013-06-30
10602,17,156,30,2013-02-14
1446,29,1226,12,2014-04-05
3270,20,128,96,2013-01-17
8443,17,86,16,2014-02-10
9653,15,68,16,2012-10-16
8916,9,16,78,2013-07-23
8017,13,55,83,2014-06-19
5830,24,2114,96,2012-09-12
4597,20,2018,67,2013-07-02
7023,24,263,87,2012-11-26
8086,14,55,34,2013-12-11
8825,32,564,46,2013-04-01
2930,25,1281,7,2013-12-16
1928,16,83,73,2013-02-09
7108,23,353,54,2012-09-08
10925,26,1003,93,2014-01-14
9960,11,14,52,2014-04-30
8800,30,902,53,2013-02-01
9224,31,1139,81,2012-12-12
5519,25,797,8,2013-08-07
5046,29,1638,97,2014-01-23
7037,23,401,50,2013-08-11
905,19,84,38,2013-10-22
8624,20,928,61,2013-02-06
8945,17,203,46,2013-08-16
6445,18,858,73,2013-07-14
2727,16,409,19,2013-12-04
6404,21,282,10,2013-03-24
11074,18,1423,94,2014-04-09
10150,20,1449,10,2013-11-21
1968,11,28,37,2013-12-02
6534,11,67,94,2014-01-04
9485,14,199,23,2014-03-10
7053,23,1453,75,2013-06-29
4654,21,1253,40,2013-11-07
9760,39,1198,24,2013-01-25
1048,17,178,11,2013-07-14
10619,21,1990,29,2012-12-03
9308,15,976,51,2013-05-11
10505,17,1001,86,2013-12-26
8362,23,1919,9,2013-08-07
2625,17,350,30,2013-11-17
4637,28,1650,73,2013-05-18
9972,12,46,25,2014-04-13
4483,20,1228,67,2013-04-17
4487,13,95,67,2013-01-24
4988,13,62,58,2014-05-04
8931,31,1761,82,2014-05-18
5871,24,467,98,2012-08-31
2008,21,1149,93,2014-02-10
3139,21,2052,53,2013-12-30
10037,18,1127,66,2014-05-04
10673,24,1416,6,2013-11-17
5303,22,1113,42,2014-04-08
538,10,125,78,2014-02-10
7922,32,966,29,2012-08-12
5692,13,32,82,2012-12-22
4843,20,833,92,2014-05-22
6383,16,46,78,2014-05-25
1628,21,960,54,2013-10-24
1204,38,1829,45,2013-05-22
3673,31,779,59,2013-07-14
760,29,811,8,2013-08-09
8957,28,1120,51,2013-06-10
4128,25,725,51,2013-07-20
6810,13,1187,76,2013-05-28
5386,20,2302,62,2013-03-04
8700,16,66,86,2012-12-22
3202,27,1250,60,2012-10-01
1328,23,683,56,2014-02-16
8405,16,305,83,2013-09-30
6515,10,50,92,2013-12-06
2882,24,995,31,2012-10-01
7574,10,41,80,2014-05-10
6387,14,77,39,2014-05-08
5320,18,171,20,2013-01-29
5048,15,131,53,2013-05-11
8146,11,54,84,2014-05-11
10031,20,53,50,2013-02-10
5748,21,475,96,2012-12-01
2134,27,694,94,2012-08-17
1523,13,96,25,2014-05-07
9665,22,361,48,2013-04-27
4640,28,1079,65,2012-09-21
3635,25,578,69,2014-05-07
3547,13,64,12,2012-12-30
2456,19,149,84,2013-10-14
5633,22,231,47,2014-06-25
7801,25,728,87,2013-09-12
10489,25,1778,35,2013-08-19
7011,17,93,47,2012-10-12
2620,12,23,48,2013-04-13
3933,33,662,46,2012-10-13
10981,19,1198,27,2014-02-02
1734,18,81,37,2013-01-17
10995,18,92,8,2012-11-12
6357,23,491,29,2013-11-17
9209,26,1564,85,2012-10-14
10286,24,926,2,2014-02-03
2611,20,1910,66,2012-08-01
1600,28,411,60,2013-10-11
3308,13,94,54,2014-01-03
5407,35,1085,70,2013-09-12
2166,8,23,55,2013-07-12
3955,14,6,20,2014-06-22
6634,13,54,78,2013-08-07
3056,35,1150,63,2013-10-14
5718,26,1415,17,2013-08-15
6872,20,405,43,2013-08-21
8164,21,1908,13,2013-11-25
4580,31,2486,46,2013-10-25
9305,29,1315,65,2013-05-12
453,12,45,1,2014-06-29
8545,18,1789,6,2014-03-21
9850,11,19,32,2012-11-29
7378,31,573,34,2012-08-31
7646,28,805,70,2014-02-18
1640,11,108,49,2014-06-22
5184,10,23,65,2014-03-26
8492,29,1493,25,2013-11-09
11188,14,89,84,2014-02-25
1212,31,936,7,2013-08-13
9097,20,343,34,2013-11-03
10473,27,528,38,2012-09-10
7962,13,1901,1,2013-10-09
9984,30,724,25,2013-03-27
5527,15,58,25,2013-02-13
6374,24,297,50,2013-05-17
7453,25,488,46,2013-02-02
8952,26,859,96,2012-11-05
241,21,1574,57,2013-05-12
8975,18,69,47,2014-01-26
6119,10,17,52,2013-05-10
5236,26,2194,30,2012-08-25
5723,10,116,63,2014-01-11
1710,27,279,51,2013-03-07
1970,15,103,14,2012-09-10
5313,14,44,20,2014-04-18
10634,18,406,56,2014-04-19
7010,23,1363,41,2014-04-07
8562,13,236,72,2013-05-28
3158,13,39,1,2013-01-03
4436,15,137,27,2013-02-20
5287,17,79,77,2014-06-19
2445,14,63,87,2013-07-07
6059,32,1314,81,2013-03-04
4550,11,71,51,2014-06-24
4240,15,58,79,2012-11-03
8911,25,702,11,2013-04-08
3706,14,94,54,2013-08-21
3628,16,80,93,2013-01-29
10175,9,22,0,2013-08-01
8985,38,1211,54,2012-11-04
5204,25,1461,21,2013-06-29
9220,23,1968,58,2013-01-17
9888,18,1091,3,2014-06-25
5263,13,55,99,2013-01-22
1020,21,1366,70,2014-05-12
9503,21,313,65,2012-08-29
10613,15,62,44,2014-02-26
67,16,92,6,2013-09-18
6019,12,72,9,2014-03-30
5863,26,655,95,2013-05-29
3717,21,704,70,2014-04-23
6730,16,54,92,2012-11-03
10749,35,178,62,2012-09-18
4998,16,1033,85,2014-05-23
6287,11,36,2,2013-07-30
5985,17,122,0,2012-10-13
4754,11,122,91,2013-09-25
4002,30,1123,3,2013-10-13
8870,26,497,68,2012-11-13
966,30,691,98,2013-07-05
4767,23,1363,41,2014-04-07
9725,12,12,16,2014-06-05
4475,30,2440,82,2013-02-16
5740,13,56,1,2013-02-14
5731,12,37,64,2013-04-05
7290,23,968,68,2012-10-05
3846,23,270,98,2012-08-29
8104,19,278,32,2013-08-09
4507,25,1250,87,2012-11-27
11013,18,938,84,2013-03-31
4491,36,1178,3,2012-10-01
3759,31,1155,34,2013-07-25
1162,25,653,23,2013-01-10
2055,11,49,37,2014-05-19
10766,19,506,22,2014-04-11
4415,15,38,19,2012-09-12
3005,24,1650,7,2014-05-01
2223,39,1826,52,2012-08-03
4817,12,18,91,2012-08-04
2875,26,906,93,2014-03-04
10536,16,46,78,2014-05-25
11112,28,1477,23,2012-12-03
3807,29,766,83,2012-11-30
9197,12,47,92,2014-02-24
10832,20,467,4,2013-07-18
6421,22,2116,32,2013-07-03
4207,27,1298,27,2013-05-01
577,13,22,10,2013-08-20
10855,20,396,9,2014-01-22
3081,11,20,65,2013-04-22
3535,15,967,68,2014-03-17
247,28,357,16,2012-11-17
8707,19,1401,12,2012-08-22
9523,8,15,95,2013-08-17
6072,23,2087,16,2013-02-02
6295,34,981,46,2013-02-04
10914,10,17,3,2013-10-12
1509,27,523,80,2013-01-04
5577,10,23,77,2014-05-03
7348,19,1192,0,2014-03-17
1127,22,1958,62,2014-05-29
1833,14,133,91,2014-04-26
4944,19,777,24,2013-08-23
9080,17,73,2,2013-06-22
6466,13,121,22,2014-03-12
9964,19,424,56,2013-08-07
4790,14,868,54,2014-06-02
10245,16,756,71,2012-10-31
1109,11,12,38,2013-04-23
6001,30,937,62,2013-01-02
5538,18,1862,78,2013-10-08
10552,19,367,18,2013-05-20
1545,28,443,95,2013-08-02
7409,18,267,66,2013-10-26
4444,14,61,28,2014-03-24
146,23,1323,78,2013-11-15
6271,11,63,13,2014-06-19
10065,13,64,27,2013-08-03
4741,24,562,17,2014-01-30
246,23,312,71,2014-05-31
375,17,1156,79,2013-02-25
1524,21,1104,1,2013-03-01
10022,9,16,78,2014-02-09
7451,20,2008,23,2014-02-17
11010,17,44,75,2013-08-30
4356,20,1574,70,2013-08-28
3885,13,63,10,2013-10-16
1175,18,426,24,2013-09-20
880,14,96,47,2013-01-16
2320,32,635,98,2013-09-12
850,25,757,4,2013-10-06
4713,16,125,15,2012-11-22
675,23,332,67,2013-05-17
5025,11,135,32,2013-12-24
2308,21,330,40,2012-11-18
5995,28,384,54,2012-12-18
6749,26,1722,78,2012-08-08
1010,10,78,94,2014-04-24
8977,8,24,51,2013-01-12
4756,29,1168,42,2013-12-20
3412,24,957,67,2013-01-15
606,11,15,87,2013-10-10
5961,10,57,29,2014-06-07
2975,27,1956,89,2012-11-12
2894,25,2013,74,2013-10-29
7613,20,326,97,2014-05-24
10542,18,77,63,2012-08-05
8015,21,1313,88,2013-05-03
10617,13,30,34,2014-05-22
11166,21,315,81,2013-02-02
849,26,660,65,2013-06-20
523,12,74,51,2013-01-31
4066,13,46,76,2014-05-11
8414,15,86,76,2013-08-17
819,28,1103,84,2013-11-05
4961,15,61,56,2014-01-21
749,15,145,31,2013-11-19
5430,39,684,0,2012-09-14
7755,24,411,91,2013-11-12
10525,13,27,40,2012-10-13
1453,33,1060,59,2013-07-06
8310,30,1459,96,2012-08-29
10710,12,18,61,2012-08-29
5031,28,1833,14,2012-09-22
2613,13,237,16,2014-04-03
213,17,48,98,2014-05-28
967,33,515,11,2013-07-21
1077,19,1020,52,2012-12-05
7959,12,1370,19,2014-05-29
640,30,1026,61,2013-03-11
4252,17,301,73,2014-03-23
8432,39,684,0,2012-09-14
6218,24,499,74,2012-10-20
6905,23,1004,55,2012-08-22
5922,19,218,48,2013-10-13
3598,26,606,53,2013-05-23
6116,9,75,13,2013-07-05
6263,17,106,34,2012-08-22
10486,19,990,54,2013-05-29
2410,17,1097,69,2014-01-22
193,9,16,81,2014-02-17
3363,13,34,99,2014-03-17
8278,21,1711,3,2012-08-26
10660,24,438,61,2014-01-12
8686,15,75,65,2013-01-08
1604,18,225,93,2013-11-13
5907,12,18,24,2012-11-03
10669,20,470,8,2013-05-17
2918,14,91,72,2013-04-13
5735,19,2525,29,2014-02-13
359,26,504,33,2013-01-13
8387,17,235,68,2013-01-05
1829,28,1232,55,2013-01-19
3839,17,88,76,2013-05-03
9392,11,17,17,2014-05-08
2292,10,24,94,2013-08-02
10466,11,60,86,2013-08-22
9855,30,1020,25,2013-08-25
4088,18,155,22,2012-12-06
5231,10,51,15,2014-02-27
590,19,1812,35,2012-12-22
8732,29,1461,81,2012-11-17
2315,10,96,55,2014-04-20
3515,14,160,94,2014-02-17
2245,16,139,50,2013-04-22
6283,28,908,64,2013-04-21
2246,12,183,91,2013-09-01
6606,27,1161,11,2013-03-31
5545,15,988,72,2014-04-05
7342,32,1072,6,2012-09-09
837,16,174,0,2013-09-11
9500,29,758,66,2013-01-25
3602,15,195,42,2013-12-31
234,13,31,60,2012-10-10
2995,18,1084,64,2013-08-17
1118,30,685,87,2013-02-20
7789,28,1672,96,2013-11-22
3068,13,43,1,2013-10-29
8955,10,49,54,2014-02-16
945,16,133,53,2013-05-22
5644,22,363,96,2013-10-12
7192,19,545,58,2013-04-15
2324,35,1065,12,2013-10-27
697,24,2047,78,2013-03-12
3439,21,296,64,2012-10-31
1506,17,140,26,2013-06-28
232,20,530,8,2013-07-17
8876,22,152,49,2012-08-08
4500,26,1598,56,2013-10-06
9739,15,114,55,2013-01-19
10395,18,101,25,2012-08-22
1176,12,25,50,2013-09-22
1627,26,789,84,2013-01-26
938,15,87,30,2013-07-30
2740,16,90,81,2013-09-22
257,23,1215,74,2013-04-28
4058,28,811,76,2013-10-12
7736,12,61,36,2012-10-22
8210,22,405,64,2013-08-15
833,16,72,62,2014-03-30
6230,22,189,53,2013-02-15
7325,10,40,86,2013-06-29
1307,14,63,15,2014-02-09
1502,15,52,67,2013-03-21
6211,11,39,47,2014-05-02
843,31,805,47,2014-05-26
4174,11,130,81,2014-04-17
9757,26,1631,98,2013-10-04
6918,13,34,56,2013-07-04
286,18,152,48,2013-11-29
11086,12,21,18,2014-01-18
1921,11,71,74,2013-10-03
4138,24,899,68,2014-05-24
7718,11,711,36,2014-04-20
1291,24,351,90,2012-08-04
6862,35,8,65,2014-05-18
4136,20,119,63,2012-12-03
803,9,21,82,2013-04-05
4298,12,10,63,2014-03-24
10833,33,973,55,2014-05-24
9606,16,1536,64,2013-08-27
8534,32,992,51,2013-07-16
5153,40,1529,97,2013-02-22
961,21,860,92,2013-09-12
5011,29,928,51,2013-10-18
6653,25,418,72,2012-07-30
9094,22,587,39,2012-08-03
810,21,641,49,2014-05-12
5493,10,23,21,2014-03-19
2147,25,2279,91,2013-08-16
5107,11,49,37,2014-05-19
3979,19,1779,98,2013-05-22
6049,30,1804,85,2013-12-05
8147,16,48,40,2013-07-06
1857,14,83,2,2014-03-06
3910,18,1862,78,2013-10-08
5207,37,793,41,2012-09-24
11114,16,84,94,2013-02-08
5429,16,183,10,2013-08-20
9400,21,1383,73,2014-06-21
1740,20,999,22,2014-04-07
7488,27,825,30,2013-01-22
195,22,246,21,2012-08-26
635,33,610,51,2013-03-19
7527,17,76,97,2012-11-21
10319,30,1286,56,2013-02-26
2296,10,30,4,2013-12-16
10637,15,99,77,2013-01-01
2931,25,1192,95,2012-09-21
907,23,362,36,2013-11-29
3698,21,2130,13,2012-08-09
9516,35,1229,90,2012-08-18
679,15,38,49,2012-09-20
7384,25,485,18,2013-07-21
5043,20,434,89,2012-11-05
5267,12,44,43,2013-03-14
339,25,496,82,2012-11-23
2516,11,78,84,2013-06-08
9010,25,2346,80,2013-02-10
378,27,794,68,2012-12-30
4808,11,17,12,2013-09-05
5068,14,26,75,2013-07-31
7628,13,76,10,2014-03-18
7128,11,15,91,2013-12-07
2811,11,62,21,2014-04-12
3551,12,198,28,2014-03-29
1663,14,49,97,2013-10-25
5543,30,802,49,2013-06-24
1577,16,1736,14,2014-02-19
10641,16,57,5,2012-12-27
5336,3,59,37,2013-06-04
6024,20,2302,62,2013-03-04
1878,13,37,83,2014-02-18
3099,25,310,48,2013-02-25
6055,22,1305,94,2012-11-01
5841,33,832,61,2013-06-28
3972,27,401,70,2013-04-03
4394,25,1501,43,2014-05-23
5758,34,1189,23,2014-01-14
6658,38,1194,37,2013-07-22
4603,25,656,50,2014-01-31
8427,27,1540,78,2012-11-23
10260,22,311,74,2013-08-26
7143,28,820,14,2013-11-06
8789,18,274,77,2014-01-11
6197,18,57,39,2013-04-20
4554,21,448,89,2013-10-01
4937,12,44,62,2014-06-10
1920,15,102,59,2013-07-29
8749,9,61,68,2014-02-01
1650,30,1643,13,2013-04-22
10377,21,397,37,2013-06-06
9206,27,1121,36,2014-01-07
10971,25,473,28,2012-09-03
6398,16,50,2,2014-03-29
9212,35,1678,17,2013-02-14
7937,14,58,86,2014-04-18
839,14,170,54,2013-09-25
4246,19,373,2,2013-12-12
158,21,1196,3,2013-11-17
4832,15,101,84,2014-03-07
5621,26,316,8,2012-12-12
1945,25,1400,4,2013-09-18
5147,28,1424,57,2013-07-29
2535,29,844,24,2012-08-18
11039,18,311,51,2013-09-17
9495,18,1149,29,2013-05-08
9635,14,129,13,2014-04-20
2173,11,32,23,2013-10-16
942,23,299,36,2012-08-08
9386,19,320,88,2014-05-29
5510,21,441,2,2012-11-21
873,36,1178,3,2012-10-01
2253,12,85,15,2013-02-16
5181,13,24,58,2013-03-20
979,14,112,11,2013-02-20
10390,11,30,27,2013-02-10
4698,21,410,32,2013-06-20
7793,30,800,12,2013-08-31
1745,21,1313,88,2013-05-03
10590,25,1483,91,2013-03-30
5080,19,1258,12,2013-10-21
8369,12,28,21,2012-11-08
5232,15,227,23,2014-01-27
2407,24,1555,10,2012-11-09
3834,28,861,35,2013-03-17
7912,16,103,69,2013-04-22
7712,23,634,68,2014-04-28
1065,21,1918,85,2013-12-29
7275,16,131,34,2013-10-04
1343,29,586,55,2012-09-26
1384,15,62,10,2013-11-23
9967,30,447,30,2013-05-30
6181,33,939,36,2012-07-31
10507,23,797,14,2013-07-25
2674,19,1143,79,2012-09-04
2698,23,415,52,2013-11-07
3231,13,30,97,2013-11-25
4096,19,187,24,2013-12-26
10476,13,251,0,2014-05-13
5948,17,237,96,2014-04-29
9140,14,91,89,2013-12-25
10258,14,35,94,2013-05-06
5675,28,493,98,2012-10-04
4743,34,971,72,2013-03-03
8805,25,371,1,2012-12-02
1542,25,396,26,2013-12-30
6770,13,68,5,2013-08-20
8773,22,322,22,2013-06-25
10475,19,317,39,2013-04-01
10420,17,222,56,2014-05-05
7514,18,177,74,2013-07-03
2902,10,45,87,2012-09-03
4345,11,21,49,2014-01-12
793,15,45,24,2012-10-06
10909,21,1899,9,2014-01-15
3769,12,42,17,2014-03-02
8702,13,22,10,2013-08-20
4791,13,41,35,2012-12-16
2963,24,1440,56,2014-05-02
8216,22,325,7,2013-10-11
8140,14,95,51,2013-10-03
10146,12,42,17,2014-03-02
5289,10,72,30,2012-11-09
2587,12,20,21,2014-05-15
4405,28,789,2,2013-07-30
8663,10,15,85,2014-05-22
2589,14,59,65,2014-02-07
3421,28,908,64,2013-04-21
10490,21,417,11,2012-12-10
4094,21,289,92,2012-08-25
9958,26,769,54,2014-03-29
2534,17,188,4,2014-04-21
4188,22,354,53,2012-08-13
6613,34,727,39,2012-10-12
10827,20,146,49,2012-08-07
5491,23,319,70,2013-04-11
8402,26,794,40,2013-12-17
8783,21,454,40,2012-09-08
10010,20,152,43,2012-09-06
618,26,797,17,2012-09-28
9121,22,1690,40,2013-05-20
361,11,20,84,2014-02-18
4310,22,1428,25,2014-01-22
2678,20,209,62,2013-02-13
6376,23,545,83,2013-06-10
524,14,96,47,2013-01-16
10341,12,222,45,2014-02-23
5654,13,61,34,2014-03-16
4098,15,44,3,2014-01-28
5824,10,8,1,2014-04-11
7000,24,817,18,2013-10-13
2561,31,1371,45,2012-11-11
5229,12,42,81,2014-02-16
4086,13,60,77,2012-12-28
2428,16,78,23,2013-05-04
8254,12,23,48,2013-04-13
2836,12,19,61,2013-09-16
8418,14,61,60,2014-03-30
1362,21,449,75,2013-03-04
7152,12,37,64,2013-04-05
10033,11,38,54,2014-02-13
9349,25,1131,84,2013-12-19
274,13,34,75,2013-12-23
3388,24,294,16,2013-10-30
922,14,48,79,2013-05-04
8588,21,289,92,2012-08-25
2518,11,30,16,2013-01-25
574,9,125,96,2014-04-23
3220,17,156,30,2013-02-14
5967,17,70,60,2013-07-18
1183,10,22,11,2013-09-21
6856,18,65,75,2012-09-03
4530,26,1930,36,2012-10-24
1553,27,2283,71,2013-09-27
4682,14,310,88,2013-10-15
8204,20,1319,93,2012-12-16
5221,34,879,93,2012-12-01
1232,19,1244,54,2013-10-25
1927,19,690,41,2014-03-23
5788,17,209,46,2013-02-17
6652,18,1134,28,2014-06-09
6246,24,1507,40,2013-11-13
5975,13,57,82,2013-09-30
6875,25,529,38,2012-08-28
4399,18,1091,3,2014-06-25
4042,19,180,87,2012-10-13
2157,16,77,49,2013-01-12
10133,27,2349,16,2014-02-12
2525,24,534,65,2012-09-14
8233,26,556,9,2014-01-26
9483,28,637,24,2013-08-19
2945,12,46,25,2014-04-13
10403,16,44,43,2014-06-18
5074,12,47,10,2013-07-08
10524,24,795,29,2013-06-20
4690,29,586,45,2013-02-13
7521,21,1574,57,2013-05-12
7196,7,13,20,2014-02-08
4406,30,1471,29,2013-01-16
9672,14,65,82,2013-12-21
4864,20,175,68,2013-05-02
4706,10,40,65,2013-04-27
4070,25,1078,99,2012-09-01
25,25,1115,9,2012-11-16
3697,16,134,20,2013-02-12
217,27,1540,78,2012-11-23
4220,10,87,26,2013-11-02
5286,13,217,68,2013-10-28
9559,32,1034,79,2014-01-24
2849,38,1180,25,2013-04-01
7787,28,819,83,2012-08-31
3102,13,32,32,2013-10-16
5868,13,46,49,2013-08-22
8370,22,1159,50,2012-08-02
9988,29,860,84,2013-03-03
2939,17,1631,96,2014-06-22
5529,29,444,56,2014-06-10
9743,35,1910,85,2013-01-11
5763,24,380,63,2013-11-10
3478,35,736,17,2013-06-24
7494,23,269,11,2013-01-21
1763,33,2524,62,2013-07-27
7250,31,612,48,2013-10-01
2005,14,75,86,2013-12-11
10770,28,1045,73,2014-01-26
6885,13,55,36,2013-12-01
2072,30,1064,34,2012-08-16
9463,30,1443,16,2012-11-13
6318,34,1366,48,2013-01-13
4093,24,436,61,2013-02-11
5751,11,38,54,2014-02-13
3340,28,436,56,2012-08-17
3594,40,747,74,2012-11-05
3584,30,1396,35,2012-08-20
3643,16,928,65,2014-03-20
851,32,642,48,2013-07-09
7706,38,1048,88,2012-11-07
3967,25,943,19,2013-10-25
10128,32,907,21,2013-06-08
486,19,1198,27,2014-02-02
9,19,120,86,2012-08-18
9451,33,1658,92,2012-11-25
9264,24,1638,1,2014-04-27
3865,15,73,14,2013-04-30
2853,17,275,74,2014-03-11
1490,34,854,84,2012-11-28
6310,12,78,4,2013-09-09
10380,15,106,50,2013-09-20
3887,16,106,2,2012-11-11
4278,22,1923,73,2013-06-03
8643,25,1662,21,2013-05-26
1998,13,84,82,2014-02-07
10795,14,48,14,2014-05-06
11110,14,5,56,2013-04-13
2408,39,733,20,2012-11-20
202,18,1234,54,2014-04-05
7998,16,112,77,2012-12-11
830,18,1658,5,2014-02-24
3536,12,55,65,2013-03-24
6050,35,1513,33,2012-12-11
125,24,271,65,2013-05-15
3463,32,904,41,2014-06-14
2804,19,120,86,2012-08-18
3745,16,103,92,2012-09-04
9771,26,269,97,2012-10-05
451,13,22,91,2013-12-20
10530,17,1156,0,2013-12-07
1079,27,1086,59,2012-10-16
8920,35,1128,4,2013-01-12
6678,16,72,5,2014-03-28
3852,32,964,48,2013-03-08
528,23,1383,99,2012-11-29
73,9,18,81,2013-05-26
5589,31,793,95,2012-08-31
10212,15,100,43,2013-01-13
6365,12,80,5,2013-09-02
5636,16,167,50,2012-11-09
591,27,677,76,2013-01-20
2217,10,23,46,2013-03-29
2544,8,92,68,2013-10-12
7725,17,641,33,2014-03-08
8091,22,1106,50,2012-09-02
7321,16,1033,85,2014-05-23
5462,38,1174,63,2012-08-12
7791,13,25,89,2013-09-15
955,25,240,81,2012-10-28
4037,11,20,77,2013-06-14
6642,17,102,50,2013-01-23
2793,31,1034,10,2013-07-21
5424,17,156,30,2013-02-14
879,28,458,66,2013-11-04
9530,12,17,16,2012-11-01
4828,22,792,12,2014-06-18
10699,16,92,30,2014-06-16
1497,21,407,8,2013-01-19
7476,27,1269,93,2012-12-02
4390,25,841,14,2014-04-15
10478,32,633,53,2012-09-27
1081,29,1019,26,2013-03-27
4261,29,1315,23,2012-11-24
9916,16,54,92,2012-11-03
5350,19,2525,29,2014-02-13
8135,12,52,41,2013-10-28
8685,28,436,56,2012-08-17
4967,23,268,19,2013-03-29
2130,14,147,4,2014-03-23
9298,19,1798,89,2014-04-28
8175,15,137,71,2013-06-21
6257,24,507,81,2013-01-23
3790,10,15,31,2014-01-23
9952,18,1105,53,2013-12-11
3503,16,974,78,2013-12-02
5223,12,66,80,2014-04-23
4608,28,778,18,2014-02-25
1626,11,49,37,2014-05-19
4764,19,169,52,2012-08-19
2471,14,299,39,2014-06-27
5892,24,221,11,2013-04-10
2612,28,1682,33,2013-12-24
4971,18,155,22,2012-12-06
5185,15,892,83,2013-02-14
10069,14,58,43,2012-08-31
2262,22,311,74,2013-08-26
1131,10,95,54,2014-04-05
1041,27,424,3,2012-10-18
24,19,47,96,2014-02-15
3409,24,339,68,2013-10-15
7022,27,1410,2,2012-09-28
7943,8,35,40,2014-04-25
5272,27,562,64,2013-06-27
5453,26,2352,26,2012-09-26
2565,23,1334,69,2013-06-01
800,10,32,57,2013-08-30
11092,14,41,78,2014-03-02
5062,13,39,71,2013-07-27
8969,28,1141,59,2013-01-16
4656,33,710,28,2013-03-30
4480,25,401,61,2014-03-09
9971,19,506,22,2014-04-11
6729,24,1538,95,2012-08-10
1773,15,57,38,2012-12-04
9242,23,1722,19,2013-08-17
1764,23,270,92,2013-08-09
6215,14,31,24,2013-12-29
10099,28,882,21,2013-10-05
5423,11,16,35,2013-10-27
940,17,311,9,2014-05-18
3011,15,227,23,2014-01-27
3298,39,1152,92,2012-11-08
8286,15,122,55,2013-08-20
9668,17,77,14,2013-01-12
5120,22,1289,78,2012-09-25
6097,33,561,64,2013-01-16
7019,17,211,49,2013-01-23
7408,19,233,8,2014-03-03
8041,30,1092,35,2012-09-08
252,23,601,11,2013-03-17
9986,17,54,8,2014-02-22
3276,14,78,53,2013-10-25
3859,30,1095,36,2013-08-31
3570,18,244,64,2013-10-21
3783,14,116,43,2014-03-24
10207,12,15,40,2013-06-19
10906,21,425,52,2013-10-08
3427,34,734,11,2013-04-12
5209,26,638,21,2013-06-17
10711,23,894,23,2013-10-02
10785,12,41,17,2014-06-19
2814,12,31,6,2013-06-27
6866,10,34,56,2014-03-23
1665,23,1750,71,2013-09-23
6575,34,612,51,2012-10-27
3829,10,29,94,2013-12-10
3091,25,823,27,2014-05-02
10141,8,20,1,2013-05-10
5177,22,396,56,2013-12-12
7005,23,813,71,2014-06-16
6409,26,1179,18,2013-05-18
7485,14,138,48,2014-05-07
8079,12,55,86,2014-02-26
8395,28,1511,48,2012-08-20
10352,18,117,2,2012-09-07
4931,29,1730,13,2013-04-29
13,12,32,57,2013-07-22
1834,13,67,77,2014-03-08
2285,22,335,0,2013-05-28
2295,25,825,57,2014-02-02
1378,29,694,24,2013-07-24
2781,19,1792,55,2014-06-23
1165,30,496,62,2013-05-02
1404,22,231,89,2013-05-15
6457,28,902,77,2014-05-29
2639,15,68,45,2014-01-10
8299,10,71,46,2013-09-11
6437,13,76,80,2013-06-19
6912,26,772,60,2013-08-20
7327,11,47,71,2013-12-29
5299,33,1586,43,2013-11-19
4127,40,1529,97,2013-02-22
8143,20,265,49,2013-07-30
1964,20,1603,66,2013-09-05
3690,28,2091,20,2013-01-11
3433,24,981,54,2013-06-03
3389,39,1533,61,2012-11-22
4712,11,82,18,2012-11-28
1170,22,244,45,2013-03-25
6347,13,36,26,2013-06-27
4065,23,404,0,2013-02-12
8230,13,71,28,2014-01-23
1215,26,1572,49,2013-10-08
5939,16,122,84,2014-01-17
2156,15,41,38,2012-11-03
7788,7,10,53,2014-06-04
10323,18,304,88,2013-10-25
7947,10,37,99,2014-03-25
1891,18,1754,12,2012-08-08
2570,33,815,35,2013-07-23
9256,33,1001,5,2013-01-04
295,23,1157,77,2013-07-19
7397,28,688,45,2013-07-19
6349,24,1319,71,2013-07-06
10790,12,21,40,2013-02-19
10398,11,31,82,2012-08-27
2431,14,67,70,2012-12-31
550,23,708,87,2013-05-23
1890,11,25,95,2012-09-19
10742,12,746,72,2013-02-27
10356,12,32,5,2012-09-22
4676,30,1695,86,2014-03-05
8852,34,1080,80,2012-08-31
3565,16,72,62,2014-03-30
5294,17,57,49,2013-11-20
1958,30,660,85,2014-03-21
7349,19,103,7,2012-10-02
8799,18,153,6,2013-09-23
1351,38,1220,25,2012-09-20
1045,20,279,55,2012-08-16
7732,25,745,81,2014-01-02
8070,15,264,98,2014-03-01
477,23,2157,31,2014-06-17
7832,27,1526,30,2013-08-28
2202,11,69,98,2013-04-09
7396,29,1597,92,2012-11-10
4055,14,64,41,2014-05-29
10340,26,497,68,2012-11-13
10091,22,1067,78,2013-05-20
7629,14,31,46,2014-05-08
10640,21,211,71,2013-09-05
3498,31,877,6,2012-11-25
6742,12,11,82,2013-01-13
1172,28,2034,71,2013-05-01
569,21,1991,32,2013-12-14
4686,26,1686,28,2014-04-02
1381,25,324,20,2014-01-28
2634,15,69,10,2014-04-18
